protocol_id,state,date,url,start_pos,end_pos,is_opener,type,sponsor,topic,notes
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,1,1,1,,,Prozedural,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,3,3,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,4,4,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,5,5,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,6,6,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,7,7,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,9,9,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,11,11,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,12,12,1,Beschlussempfehlung; Bericht,Ausschuss,Parlamentarische Kontrolle,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,13,13,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,14,14,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,15,15,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,16,16,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,74,74,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,76,76,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,83,83,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,121,121,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,161,161,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,196,196,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,233,233,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,262,262,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,265,265,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,289,289,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,312,312,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,314,314,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,316,316,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,319,319,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,328,328,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,329,329,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,330,330,1,Beschlussempfehlung; Bericht,Ausschuss,Parlamentarische Kontrolle,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,331,331,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,332,332,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,333,333,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,374,374,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,406,406,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,429,429,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,477,477,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,513,513,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,534,534,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,537,537,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,552,552,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,556,556,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,559,559,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,564,564,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,590,590,0,,,,
bb_3_100,bb,2004-08-26,https://assets.stateparl.de/protocols/bb_3_100.pdf,609,609,0,,,,
